exam,official_cutoff_url,verified,note
Uttarakhand Paramedical Entrance Exam,https://www.hnbumu.ac.in/paramedical_courses.html,True,HNBUMU (hnbumu.ac.in) conducts the combined Uttarakhand Nursing/Paramedical entrance exam; the paramedical_courses page and the 'Uttarakhand Nursing/Paramedical Entrance Examinations 2026' portal (ems
Uttarakhand State Entrance Examination,https://uktech.ac.in/,False,Uttarakhand Technical University (UTU/UKTech) site. The prior link /en/page/admissions returns a 'Global Page Error' (dead); replaced with the working domain root. UKSEE was scrapped in 2023 and B.Tec
West Bengal Bachelor of Arts Admission,https://wbcap.in/,True,West Bengal Centralised Admission Portal (WBCAP) run by the West Bengal State Council of Higher Education — single-window UG admission (including BA) to govt/govt-aided colleges. 1st merit list publis
ALLIANCE UNIVERSITY ENTRANCE TEST,https://www.alliance.edu.in/programmes/btech/admission-process,True,Official Alliance University admission/selection-criteria page (AUSAT/AUEET/AMAT). Alliance does not publish entrance-test opening/closing cutoffs; admission is profile + own-test based. No dedicated 
Actuarial Common Entrance Test,https://www.actuariesindia.org/entrance-exam-result,False,Official IAI ACET results page. Correct official domain but the fetcher hit a TLS certificate error (unable to verify first certificate). ACET is declared pass/fail only (absolute 50% pass mark); no r
Aligarh Muslim University Entrance Examination – Law,https://www.amucontrollerexams.com/,True,Official AMU Controller of Examinations portal where BA LLB merit lists / 'Results of Examination' (Select/Memo/Special-category PDFs with roll no & rank) are published. No permanent law-specific cuto
Aligarh Muslim University Undergraduate Entrance Test,https://www.amucontrollerexams.com/,True,"Official AMU Controller of Examinations portal; AMUEEE (and other UG) results / merit lists are released here as PDFs (Select List, Memo List, Special Category) with roll no & rank. AMU does not publi"
All India Law Entrance Test,http://www.nationallawuniversitydelhi.in/,False,"Official NLU Delhi site, which doubles as the AILET portal (homepage titled 'AILET 2026'). AILET counselling schedules and round-wise BA LLB/LLM merit lists & cut-offs are published here. HTTPS fetch "
Amity University Entrance Examination,https://www.amity.edu/admission-procedure-cutoff.aspx,True,Official Amity admission/cutoff navigation page. Amity admission is rolling and profile/CUET/ASAT-based; it does not publish fixed entrance-test cutoff ranks/scores. This page lists program eligibilit
Amrita Engineering Entrance Examination,https://aeee.amrita.edu/,True,Official AEEE admission portal (amrita.edu/admissions/btech/cutoff/ now 301-redirects here). AEEE results/ranks and CSAP counselling are published here. Amrita explicitly does NOT release opening/clos
Andhra Pradesh Engineering and Agriculture and Pharmacy Common Entrance Test,https://eapcet-sche.aptonline.in/EAPCET/,True,Official APSCHE AP EAPCET counselling portal (live). Publishes college-wise last rank / opening-closing rank reports during counselling. The prior deep link .../Views/CollegeWiseLastRank.aspx now retu
Andhra Pradesh Law Common Entrance Test,https://lawcet-sche.aptonline.in/LAWCET/Home/CollegeWiseAllotmentReport,True,"Verified live: official AP LAWCET/PGLCET College-Wise Allotment Report (APSCHE, run by SPMVV Tirupati). Filterable by college/branch showing rank, category and allotted phase per candidate — the offic"
Andhra Pradesh Polytechnic Entrance Examination,https://appolycet.nic.in/,False,"Official AP POLYCET site (NIC). Publishes 'ADMISSIONS LAST RANK DETAILS' PDFs (e.g. APPOLYCET2023ADMSLASTRANKDETAILS.pdf) confirmed via search index. Fetcher got ECONNREFUSED (NIC blocks the bot), so "
Assam Combined Entrance Examination,https://cee.dtecounselling.in/,False,Replaced astu.ac.in (only hosts result). Official DTE Assam CEE counselling portal that publishes opening/closing-rank cut-off PDFs (e.g. /public/official/cut-off-r2.pdf). Redirects to dtecounselling.
Baba Farid University of Health Sciences Punjab Para Medical Entrance Test,https://bfuhs.ac.in/,True,Official BFUHS Faridkot site (live) carrying PPMET / BSc Nursing entrance admission notices and merit list. The prior AllNotifications.aspx path now 404s; PPMET merit list and counselling notices are 
Banaras Hindu University Undergraduate Entrance Test – Law,https://admission.bhu.ac.in/,True,BHU law (LLB / BA LLB) admission is now via CUET; the old bhuonline.in application portal is deprecated. admission.bhu.ac.in is the live official BHU admission portal for merit list / seat allotment (
Bihar Combined Entrance Competitive Examination,https://bceceboard.bihar.gov.in/pdf_Web/BC_ENG25_FCOFF.pdf,True,Official BCECE[ENGINEERING]-2025 First Round opening & closing rank PDF (fetched/downloaded from bceceboard.bihar.gov.in). The prior link pointed to UGMAC (medical) and 404s. Board homepage bceceboard
Bihar Engineering Entrance Examination,https://bceceboard.bihar.gov.in/pdf_Web/BC_ENG25_FCOFF.pdf,True,Official BCECEB first-round opening/closing rank PDF for BCECE[Engineering]-2025. Directly fetched - returns a real ~795KB PDF from the official bceceboard.bihar.gov.in domain; search result title con
Bihar Polytechnic Common Entrance Competitive Examination,https://bceceboard.bihar.gov.in/pdf_Web/DC_PE25_FOCFF.pdf,True,Official BCECEB DCECE[PE]-2025 first-round opening/closing rank PDF (Bihar Polytechnic). Fetched directly and returned a real ~598KB PDF. The prior PE_OpeningClosingRank.pdf path in the sheet appears 
Birla Institute of Technology and Science Admission Test,https://bitsadmission.com/FD/BITSAT_cutOffs.html?yr=2024-2025,True,Official BITS admission first-degree BITSAT cutoff-scores page (bitsadmission.com). Directly fetched and verified: campus- and program-wise cut-off scores (Pilani/Goa/Hyderabad) covering 2017-2018 thr
Central Teacher Eligibility Test,https://ctet.nic.in/,True,"Official CBSE CTET site (NIC-hosted). CTET has no rank cutoff; it publishes qualifying marks (60% General / 55% reserved) and result links here. No dedicated standalone cutoff page exists, so the offi"
Chandigarh University Common Entrance Test,https://cucet.cuchd.in/,True,"Official CUCET entrance portal of Chandigarh University. CUCET is a scholarship-cum-admission test (up to 100% scholarship, qualifying ~30%) with no published rank cutoff; this is the authoritative ex"
Chandigarh University Common Entrance Test – Engineering,https://cucet.cuchd.in/,True,"Same exam as CUCET, engineering stream. Official CUCET exam portal (verified). The previously listed cuchd.in/admissions/engineering/ returns HTTP 404. No separate engineering rank cutoff/merit list i"
Chartered Accountancy Final Examination,https://icai.nic.in/caresult/,False,"Official ICAI / NIC CA exam result portal (CA Final result, scorecard and merit list of top rankers). Fetcher timed out, but search confirms icai.nic.in/caresult as the official result page. CA Final "
Chartered Accountancy Foundation Examination,https://icai.nic.in/caresult/,True,"Official ICAI result portal (icai.nic.in/caresult). CA Foundation has no rank cutoff; pass = 40% per paper + 50% aggregate, plus a merit/pass-percentage list announced by ICAI. Replaces the careers360"
Chhattisgarh Pre Engineering Test,https://cgdte.admissions.nic.in/,False,Official NIC counselling portal of DTE Chhattisgarh where CG PET seat allotment and round-wise cutoffs are published (cutoff PDFs also on cgdteraipur.cgstate.gov.in). More specific than the DTE homepa
Chhattisgarh Pre Polytechnic Test,https://cgdte.admissions.nic.in/,False,"Same official NIC DTE Chhattisgarh counselling portal handles CG PPT (polytechnic/diploma) registration, seat allotment and merit/cutoff lists (also cgdteraipur.cgstate.gov.in). Not fetchable due to s"
Christ University Entrance Examination,https://christuniversity.in/admission-all,True,Official Christ University admissions section. Admission is via entrance test + micro-presentation + interview with no public rank cutoff PDF; this is the authoritative admission/results entry point. 
Cochin University of Science and Technology Combined Admission Test – Marine Engineering,https://admissions.cusat.ac.in/?tag=ranklist,False,Official CUSAT admissions portal CAT rank-list section (includes Marine Engineering rank lists/allotment). A category-wise marine last-rank page also exists at doa.cusat.ac.in/marine_lastrank_2024.php
Common Design Entrance Examination,https://www.ceed.iitb.ac.in/2026/,True,"Official CEED (IIT Bombay) site; the /2025/ URL redirects here to the current 2026 cycle, which publishes Part-A qualifying cutoffs and results. Updated from the stale /2025/ path. Redirect confirmed "
Common Law Admission Test – Undergraduate,https://consortiumofnlus.ac.in/,True,"Official Consortium of NLUs site, which publishes the CLAT UG merit list and round-wise NLU opening/closing-rank cutoffs (under Notifications/Important Events). Fetched live showing current CLAT 2026 "
Common University Entrance Test – Undergraduate,https://cuet.nta.nic.in/,True,Official NTA CUET-UG site (scorecard/result portal). NTA does NOT publish cutoffs and there is no centralized CUET-UG counselling — each participating university releases its own course/category-wise 
Company Secretary Executive Entrance Test,https://www.icsi.edu/exam/exam-results/,True,"CSEET is a qualifying exam with fixed pass marks (min 40% per paper, 50% aggregate) — there is NO rank-based cutoff or merit-list cutoff. This is the official ICSI exam-results hub (links to e-marks s"
Consortium of Medical Engineering and Dental Colleges of Karnataka Undergraduate Entrance Test,https://www.comedk.org/uploads/Engineering-Cut-Off-Ranks-after-Round-1-Allotment%20-Notified-on-28.07.2025.pdf,True,Official COMEDK engineering closing/cutoff ranks PDF after Round 1 allotment (notified 28.07.2025); fetched a live 1.1MB PDF from comedk.org. The previous URL (engineering-cutoff-ranks.pdf) is dead (4
Delhi Common Entrance Test for Polytechnic Admission,https://cetdelhi.nic.in/,False,"Official NIC CET-Delhi (DTTE, Govt of NCT Delhi) counselling/result/seat-allotment portal where polytechnic allotment & closing ranks are published. Connection refused at fetch time (seasonal portal a"
Footwear Design and Development Institute All India Selection Test,https://fddiindia.com/admission-process,True,Official FDDI admission-process page (live). FDDI publishes an AIST Common Merit List (CML) and runs online counselling here / via admissions.fddiindia.com — no separate rank-cutoff page. The previous
Gujarat Common Entrance Test,https://gujacpc.admissions.nic.in/,True,"Official Gujarat ACPC (Admission Committee for Professional Courses, DTE Gujarat) eCounselling portal for GUJCET-based BE/B.Tech admissions; merit list and Round-wise opening/closing-rank cutoffs are "
Gujarat Common Entrance Test – Medical and Pharmacy,https://www.medadmgujarat.org/ug/home.aspx,True,"Official ACPUGMEC (Admission Committee for Professional UG Medical Courses, Gujarat) portal — publishes category-wise merit lists, round-wise rank/institute-wise allotment results and last-rank cutoff"
Guru Gobind Singh Indraprastha University Common Entrance Test,https://ipu.admissions.nic.in/cutt-off-2024-25/,True,Official IPU CET counselling portal (ipu.admissions.nic.in) cutoff page; publishes round-wise opening/closing rank PDFs by CET programme code. Better than the generic portal homepage.
Guru Gobind Singh Indraprastha University Common Entrance Test for Bachelor of Hotel Management and Catering Technology,https://ipu.admissions.nic.in/cutt-off-2024-25/,True,Same official IPU counselling cutoff page; BHMCT is one of the CET programme codes whose round-wise cutoff PDFs are listed here.
Guru Gobind Singh Indraprastha University Common Entrance Test for Bachelor of Journalism and Mass Communication,https://ipu.admissions.nic.in/cutt-off-2024-25/,True,Same official IPU counselling cutoff page; BJMC is one of the CET programme codes whose round-wise cutoff PDFs are listed here.
Himachal Pradesh Common Entrance Test,https://counselling-hptu.hp.gov.in/,True,"Official HPTU/HPCET counselling portal (.gov.in), linked from himtu.ac.in/en/admissions/hpcet. Replaces the wrong current URL (hptechboard.com is the HP Technical Education Board, a different body). C"
Indian Council of Agricultural Research All India Entrance Examination for Admission Undergraduate,https://icarcounseling.com/,True,"Official ICAR UG online counselling portal (maintained for ICAR, links to icar.org.in); has a 'Cut Off - 2025' section for CUET (ICAR-UG). Replaces icaradmission.in. Note: icarcounselling.com (double-"
Indian Institute of Art and Design Entrance Test,https://www.iiad.edu.in/admissions/,False,"Correct official IIAD admissions page for the iDAT entrance, but the fetcher is bot-blocked (HTTP 403); confirmed live via search. IIAD does not publish a numeric cutoff/closing-rank list - selection "
Indian Institute of Foreign Trade Entrance Examination,https://www.iift.ac.in/iift/new-admissions.php,True,Official IIFT MBA(IB) admissions hub (the old admissions.php now 404s). IIFT admits on CAT score; the official cutoff/shortlist criteria are in the Selection Criteria PDF linked here (e.g. iift.ac.in/
Indian Maritime University Common Entrance Test,https://www.imu.edu.in/imunew/results,False,Official IMU results/merit-list page on imu.edu.in (results + counselling rank lists published in PDF after each round). Fetcher hit a TLS 'unable to verify first certificate' error; domain and page c
Jain Entrance Test,https://set.jainuniversity.ac.in/jet-results,True,"Official JET results portal (set.jainuniversity.ac.in) publishing JET merit lists (day/session-wise PDFs), scholarship lists and merit-counselling lists for B.Tech admissions. Jain publishes cutoffs a"
Jamia Millia Islamia Engineering Entrance Examination,https://admission.jmi.ac.in/EntranceResults/DeclaredResultsLists,True,Official JMI admission portal declared-results page listing entrance results/merit (rank) lists; B.Tech merit/cutoff lists are published here (JMI B.Tech now via JEE Main rank list). More specific tha
Jharkhand Combined Entrance Competitive Examination,https://jceceb.jharkhand.gov.in/links/counselling.aspx,False,Official JCECEB counselling page listing counselling notices and round-wise seat-allotment/cutoff PDFs (jceceb.jharkhand.gov.in/IMP_l/*.pdf). Gov server timed out on fetch; official domain and counsel
Joint Entrance Examination Advanced IIT Joint Admission (JEE Advanced),https://josaa.admissions.nic.in/applicant/seatmatrix/openingclosingrankarchieve.aspx,True,"Official JoSAA opening & closing ranks (OR-CR) archive (2016-2025), filterable by year/round/institute/program/category. For IITs ranks are JEE Advanced AIR. Direct cutoff page, better than josaa.nic."
Joint Entrance Examination CSAB NEUT North Eastern States and Union Territories (JEE Main),https://csab.nic.in/document-category/neut-orcr/,True,Official CSAB NEUT Opening and Closing Rank document category on csab.nic.in. Page loads but currently shows 'No Documents found' (off-season; populated when NEUT round OR-CR PDFs are released). Offic
Joint Entrance Examination CSAB Special Rounds (JEE Main),https://csab.nic.in/csab-special/,True,Official CSAB Special Round page on csab.nic.in linking to 'CSAB Special Opening and Closing Ranks' (admissions.nic.in/csabspl OR-CR archive) plus brochures/schedules. Cutoffs published as OR-CR per r
Joint Entrance Examination Council Uttar Pradesh Polytechnic Entrance Examination,https://jeecup.admissions.nic.in/,True,"Official JEECUP (Joint Entrance Examination Council, Polytechnic, UP) NIC admissions/eCounselling portal. Verified live: hosts Round-wise choice filling, rank cards and the OR-CR (opening/closing rank"
Joint Entrance Examination JAC Delhi Joint Admission Counselling (JEE Main),https://jacdelhi.admissions.nic.in/,True,"Official Joint Admission Committee Delhi NIC portal (Session 2026, B.Tech/B.Arch for DTU, NSUT, IIITD, IGDTUW, DSEU). Verified live: eServices has OR-CR and Allotment Result; news section links instit"
Joint Entrance Examination JoSAA Joint Seat Allocation (JEE Main and Advanced),https://josaa.nic.in/or-cr/,True,Official JoSAA OR-CR gateway. Verified live: links to 'Opening and Closing Ranks 2026' and previous-year OR-CR on josaa.admissions.nic.in (current page: josaa.admissions.nic.in/Applicant/seatallotment
Joint Integrated Programme in Management Admission Test,https://www.iimj.ac.in/programs/ipm/ipm-admission-policy.php,True,IIM Jammu IPM (JIPMAT) admission-policy page. Verified live: gives selection criteria (JIPMAT percentile 70% + Class 10 15% + Class 12 15%) and category-wise sectional percentile cutoffs. JIPMAT is ru
Karnataka Common Entrance Test,https://cetonline.karnataka.gov.in/kea/,False,Official Karnataka Examinations Authority (KEA) portal; KCET seat allotment and round-wise cutoff (opening/closing rank) PDFs are published here (e.g. /kea/ugcet2025). Confirmed official via search bu
Kerala Dairy Technology Entrance,https://cee.kerala.gov.in/,True,"B.Tech (Dairy Technology, KVASU) admission is done through KEAM by the Commissioner for Entrance Examinations (CEE) Kerala; allotment and last-rank cutoffs are published by CEE under the Centralised A"
Kerala Engineering Architecture Medical Entrance Examination,https://cee.kerala.gov.in/,True,Official CEE Kerala site (Commissioner for Entrance Examinations). Verified live: conducts KEAM and the Centralised Allotment Process; publishes rank lists and category/round-wise last-rank cutoffs (p
Kerala Fisheries Entrance Examination,https://cee.kerala.gov.in/keam2024/last_rank,True,KUFOS B.Tech (Food Technology) admission is via KEAM and seats are allotted through CEE Kerala's centralised process; closing/last ranks for the Agriculture/Forestry/Veterinary/Fisheries (AFVF) stream
Kerala Food Technology Entrance,https://cee.kerala.gov.in/keam2024/last_rank,True,"No separate Food Technology entrance; KCAET Tavanur (KAU) B.Tech Food Engineering admission is via KEAM, with last/closing ranks published by CEE Kerala. This verified Last Rank page lists Agriculture"
Kerala Forestry Entrance Examination,https://cee.kerala.gov.in/keam2024/last_rank,True,"No standalone forestry exam; B.Sc (Hons.) Forestry at KAU College of Forestry, Vellanikkara is admitted through KEAM/CEE Kerala counselling. CEE Kerala Last Rank page (verified) publishes the Agricult"
Kerala Law Entrance Examination,https://cee.kerala.gov.in/,True,"KLEE is conducted by CEE Kerala. The prior URL /kerala-law-entrance-examination/ now 404s. CEE Kerala homepage (verified) hosts the current LLB admission/allotment portals (/llb32026/, /llb52026/, /ll"
Kerala Veterinary Entrance Examination,https://cee.kerala.gov.in/keam2024/last_rank,True,No separate vet entrance; KVASU BVSc & AH admission is NEET-based and allotted via CEE Kerala's AFVF (Agriculture/Forestry/Veterinary/Fisheries) counselling. CEE Kerala Last Rank page (verified) publi
Lovely Professional University National Entrance and Scholarship Test,https://www.lpu.in/nest/,True,"Official LPUNEST page (nest.lpu.in 301-redirects to www.lpu.in/nest/, verified). LPUNEST is a scholarship/admission test; results and scholarship-bracket scorecards are issued to candidates via login,"
Lovely Professional University National Entrance and Scholarship Test Design,https://www.lpu.in/nest/,True,LPUNEST is a single unified entrance/scholarship test across disciplines (incl. design); there is no separate 'design' exam page (nest.lpu.in/design/ -> www.lpu.in/nest/design/ returns 404). Authorita
Madhya Pradesh Polytechnic Entrance Examination,https://dte.mponline.gov.in/portal/,False,"Official DTE MP MPOnline portal. MP PPT entrance discontinued from 2025; polytechnic admission now via Class-10 merit + online counselling, with seat-allotment/merit lists published on this portal (dt"
Madhya Pradesh Pre Agriculture Test,https://esb.mp.gov.in/results/RESULT_25/PAT_RES25/default_Results.htm,False,Official MP Employees Selection Board (MPESB/ESB) PAT result/merit page on esb.mp.gov.in. Final merit/result published here; downstream counselling/cutoffs via RVSKVV/JNKVV through MPOnline. Page TLS-
Madhya Pradesh Pre Polytechnic Test,https://dte.mponline.gov.in/portal/,False,Official DTE MP MPOnline portal where MP PPT/polytechnic seat allotment and merit lists are published. Entrance test discontinued from 2025 (admission via Class-10 merit + counselling on this portal).
Maharashtra Common Entrance Test,https://cetcell.mahacet.org/,False,Official Maharashtra State CET Cell site (MHT-CET). CAP cutoffs (opening/closing ranks per institute/course) are published here each round; CAP registration on the year's FE portal (e.g. fe2026.mahace
Manipal Academy of Higher Education Design Entrance Examination,https://counseling.manipal.edu/,True,Official MAHE online counselling portal (counseling.manipal.edu) where program-wise closing ranks / seat allotment for MAHE entrance programs are published. Design admission merit prepared by MAHE; cu
Manipal Entrance Test,https://counseling.manipal.edu/,True,Official MAHE online counselling portal where MET branch/campus-wise closing ranks and seat-allotment results are released (Round 1/2 cutoffs published here; also mirrored on manipal.edu). Portal fetc
Military Nursing Service Entrance Examination,https://joinindianarmy.nic.in/,True,Official Join Indian Army portal (joinindianarmy.nic.in). MNS B.Sc Nursing shortlist/merit lists are uploaded here; final merit prepared by DGMS from NEET-UG + ToGIGE/interview/medical. Replaced the p
Narsee Monjee Institute of Management Studies National Test for Programs After Twelfth,https://npat.nmims.edu/,True,Official NMIMS NPAT portal (fetched). Registration/info portal; program/campus-wise cutoff and merit lists are published on this portal (downloadable PDFs / step-5 'Merit List and Admission Status') r
National Aptitude Test in Architecture,https://www.nata.in/,True,Official Council of Architecture NATA site. Qualifying cutoff (70/200) and scorecards are declared here after results; no separate static cutoff page — admission cutoffs are college-specific (NATA onl
National Council for Hotel Management Joint Entrance Examination,https://nchmcounselling.nic.in/or-cr/,True,"Official NCHMCT eCounselling OR-CR page (fetched). Lists opening/closing rank reports for B.Sc (HHA) and M.Sc (HA), 2021–2026, with per-year download links. Specific cutoff page — better than the home"
National Council for Hotel Management and Catering Technology Joint Entrance Examination,https://nchmcounselling.nic.in/or-cr/,True,Same exam (NCHMCT JEE). Official NCHMCT eCounselling OR-CR page (fetched) with year-wise opening/closing rank reports for B.Sc (HHA) and M.Sc (HA).
National Eligibility cum Entrance Test Undergraduate,https://mcc.nic.in/ug-medical-counselling/,True,"Official MCC UG Medical Counselling page (fetched). Hosts NEET-UG AIQ seat-allotment results, seat matrix and round-wise closing-rank reports. More specific than mcc.nic.in homepage. (NEET qualifying "
National Entrance Screening Test,https://www.nestexam.in/,True,"Official NEST exam site. Results, scorecard and category-wise cutoffs (MAP/SMAS) are released here; admission merit lists are maintained by the respective institutes (NISER Bhubaneswar / UM-DAE CEBS M"
National Institute of Design Design Aptitude Test Toy Design,https://admissions.nid.edu/,True,Official NID Ahmedabad admissions portal (fetched). Links to B.Des/M.Des DAT Mains results and round-wise seat allotment; cutoffs are realised through seat-allotment rounds (incl. Toy & Game Design) r
National Institute of Fashion Technology Entrance Examination,https://www.nift.ac.in/admissions-archive,True,Official NIFT admissions archive; lists 'Opening and Closing Rank Details for NIFT Counselling' and 'Opening and Closing CMR for Seat Allocation' PDFs by round/year. More specific than the generic /ad
Odisha Joint Entrance Examination,https://ojee.nic.in/or-cr/,True,"Official OJEE opening-and-closing-rank (cutoff) hub on ojee.nic.in, with grid/list views per OJEE-2025 round. Replaces the generic publicinfo homepage."
Odisha Joint Entrance Examination Agriculture,https://ojee.nic.in/or-cr/,True,Same official OJEE opening/closing-rank portal; OJEE publishes its cutoffs centrally on ojee.nic.in/or-cr/. (Odisha agriculture UG admission proper is run by OUAT; this entry is treated as the OJEE co
Odisha University of Agriculture and Technology Entrance Examination,https://ouat.ac.in/admissions/,True,Correct official domain is ouat.ac.in (NOT ouat.nic.in). Homepage confirmed official with an Admissions nav link; merit list and counselling notices for the OUAT Common Entrance Examination are publis
Panjab University Undergraduate Law Entrance Test,https://uglaw.puchd.ac.in/,True,"Official PU UGLAW (BA/B.Com LL.B 5-yr) admission portal on puchd.ac.in; carries the entrance-test result link, and the tentative/final merit list and counselling cutoffs are published here after resul"
Presidency University Bachelor Degree Entrance Test,https://www.presiuniv.ac.in/web/notices.php,True,Official Presidency University notices page; verified it hosts PUBDET/PUMDET subject-wise provisional merit lists and rank lists (as received from WBJEEB). PUBDET is conducted by WBJEEB; merit list PD
Punjab Para Medical Entrance Test Baba Farid University of Health Sciences,https://bfuhs.ac.in/,True,BFUHS (Faridkot) is the official PPMET conducting body; result/merit list 2026 published as PDF at bfuhs.ac.in (declared 12 Jun 2026). The configured AllNotifications.aspx now returns HTTP 404; homepa
Rajasthan Pre Bachelor of Education and Basic School Teaching Certificate Entrance Examination,https://ptetvmoukota2025.in/,True,"Official VMOU Kota PTET 2025 counselling/allotment portal; search-confirmed that college allotment lists and letters (1st on 25 Jul 2025, 2nd on 18 Aug 2025) are released here. This is the year-specif"
Rajasthan Pre Veterinary Test,https://rajuvas.ac.in/admission/,True,Official RAJUVAS (Bikaner) admission portal. The configured rajuvas.org/admission.php is dead (rajuvas.org 301-redirects to rajuvas.ac.in and .../admission.php 404s). RAJUVAS conducts RPVT and runs BV
Rajasthan University Law Entrance Test,https://www.uniraj.ac.in/index.php?mid=192&exid=5,True,"Dedicated RULET page on the official University of Rajasthan (UNIRAJ) site; verified it carries RULET admission/merit-list schedules, results and counselling/personal-interview notices (content curren"
Rajasthan University of Health Sciences Bachelor of Science Nursing Entrance Examination,https://www.ruhsraj.org/admission/,False,RUHS Jaipur (ruhsraj.org) is the official body conducting the RUHS CUET for BSc Nursing; merit list/result published at ruhsraj.org (declared 2 Jun 2026) and counselling run via the CUET portal. Corre
Rajasthan University of Health Sciences Paramedical Entrance Examination,https://www.ruhsraj.org/admission/,False,"RUHS Jaipur (ruhsraj.org) conducts the RUHS CUET covering paramedical courses (B.Sc MLT, Oph.Tech, BRT); merit list/result and counselling published at ruhsraj.org. Correct official domain but the fet"
SRM Institute Admission Test,https://www.srmist.edu.in/admission-india/,False,SRMJEEE is SRMIST's own test; srmist.edu.in is the official domain. SRM does not publish a static cutoff table - results/counselling/admission are handled via srmist.edu.in and the application portal 
SRM Joint Engineering Entrance Examination,https://www.srmist.edu.in/admission-india/,False,Same as SRMJEEE - SRMIST's own engineering entrance test. Official domain srmist.edu.in; no static cutoff page published (results/counselling via portal). Admission page 403'd the fetcher (bot-block) 
School of Fashion Technology Entrance Test,https://www.soft.ac.in/,True,Official MKSSS School of Fashion Technology (SOFT Pune) site. The prior /admission/ path now 404s. Per official process merit list/results for SOFT CET are published on the institute's admission porta
Sharda University Admission Test,https://suat.sharda.ac.in/,True,"Official SUAT (Sharda University Online Admission Test) site, verified live. Navigation covers About/Test Process/Fee/Apply; no separate cutoff or merit-list page is published (SUAT has no public clos"
Sharda University Admission Test Engineering,https://suat.sharda.ac.in/,True,Same SUAT exam (engineering programmes admitted via SUAT). Official suat.sharda.ac.in verified live; no dedicated cutoff/merit page published officially.
Symbiosis Entrance Test,https://www.set-test.org/,True,"Official Symbiosis Entrance Test (SET) site, verified live. Results announced on set-test.org; category-wise cutoffs/merit & wait lists are published on each Symbiosis institute's own site after resul"
Symbiosis Institute Of Media Entrance,https://www.simc.edu/admissions,True,"Official SIMC Pune admissions page, verified live - publishes merit lists (MBA-CM 1st/2nd merit list, GE-PI shortlist links) and program selection criteria/eligibility. This is the authoritative cutof"
Symbiosis Institute of Design Entrance Test,https://sid.edu.in/programmes-offered/admission-process,True,Official SID (sid.edu.in) admission-process page describing the SEED-based selection (online SEED exam + portfolio + PRPI + PI). SID is merit-list based and does not publish numeric rank cutoffs; this
Symbiosis Institute of Technology Engineering Entrance Examination,https://www.sitpune.edu.in/,True,"Official SIT Pune site (sitpune.edu.in). Admission is merit-list based via SITEEE/JEE Main/MHT-CET; SIT does not publish fixed cutoff ranks, merit lists appear on the official site during admissions. "
Symbiosis Law Admission Test,https://www.slat-test.org/,True,Official SLAT exam site (slat-test.org). Results delivered via the linked score-card portal; category-wise merit/wait lists and cutoffs are released by each of the four Symbiosis Law Schools on their 
Symbiosis Liberal Arts Entrance,https://www.set-test.org/ssla,True,Official SET portal page for SSLA (Symbiosis School for Liberal Arts) admission via the Symbiosis Entrance Test. Lists merit-list declaration dates and PI stage; selection is merit-list based (SET + P
Tamil Nadu Engineering Admissions,https://cutoff.tneaonline.org/,True,"Official Government of Tamil Nadu (DoTE) TNEA cutoff portal, dedicated to publishing college/branch/category-wise cutoffs and opening-closing ranks. Sits under the official tneaonline.org domain; pref"
Tamil Nadu Polytechnic Entrance Examination,https://www.tnpoly.in/,False,Official DOTE Tamil Nadu polytechnic admission portal (tnpoly.in) where merit-based allotment/rank/counselling data is published (no entrance exam; selection on 10th/SSLC marks). Fetcher returned only
Telangana Engineering Agriculture and Pharmacy Common Entrance Test Biology Physics Chemistry Stream,https://eapcet.tgche.ac.in/TSEAMCET/EamcetLastRankDetails.aspx,False,Correct official TG EAPCET (TS EAMCET) last-rank/cutoff page on the TGCHE conducting-body domain (eapcet.tgche.ac.in). Direct deep-link returns 'Invalid Access' (requires in-session navigation / bot-b
Telangana Law Common Entrance Test,https://lawcetadm.tgche.ac.in/,False,"Official TS LAWCET counselling/admissions portal (TSCHE) that publishes web-option seat allotment and last-rank lists; SSL certificate expired so the fetcher was blocked, but multiple searches confirm"
Telangana State Engineering Agriculture and Medical Common Entrance Test,https://tgeapcet.nic.in/,True,Official TG EAPCET (formerly TS EAMCET) counselling portal where seat allotment and college/branch last-rank (closing-rank) details are published; strongly confirmed via search. The previously listed 
Telangana State Polytechnic Common Entrance Test,https://polycet.sbtet.telangana.gov.in/,False,"Official SBTET Telangana POLYCET portal that releases rank card, qualifying cutoff and round-wise counselling/seat-allotment results; fetcher blocked by a TLS certificate-verification error, but it is"
Tripura Board of Joint Entrance Examination,https://tbjee.nic.in/,False,Official TBJEE (Tripura JEE) site; hosts the PCM/PCB rank-wise merit lists as PDFs (e.g. Common-Result List_PCB.pdf) used for counselling/admission. Fetch was refused (ECONNREFUSED / bot-block) but se
Undergraduate Common Entrance Examination for Design,https://www.uceed.iitb.ac.in/2026/,True,Official UCEED (IIT Bombay) admissions page; verified to list the BDes seat-allotment PDFs for Rounds I-IV containing institute-wise opening and closing category ranks for IIT Bombay/Delhi/Guwahati/Hy
Unitedworld Institute of Design Entrance Examination,https://www.uid.edu.in/admissions/,False,Official UID (Karnavati University) admissions page; fetcher blocked by a TLS cert (altname) error. UID does NOT publish numeric cutoffs/ranks — selection is via UID DAT + Situation Test + Portfolio E
